dds_reference,operator_name,operator_address,operator_eori,supplier_name,commodity,hs_code,product_description,quantity_kg,estimated_annual_qty,country_of_production,geolocation_lat,geolocation_lon,production_date,prior_dds_reference,dd_confirmation,submission_date,risk_level,status,status_group
DDS-25-00103,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,12398.7,137304.16885041696,IE,51.94928747729887,-8.95525541740426,2025-08-20,DDS-UP-5475,1,2025-11-02,low,valid,valid
DDS-26-00104,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,5902.7,57896.72840911736,IE,,,2026-03-12,,1,2026-05-08,low,flagged: missing_geo,missing_geo
DDS-25-00105,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,cattle,2309,Beef pet food complete,4804.5,62459.10159315783,IE,52.66834139365231,-8.840046968883353,2025-10-07,DDS-UP-4770,1,2025-12-21,low,valid,valid
DDS-26-00106,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,14606.1,152344.4542813286,SE,58.726906784688374,13.556224609756937,2026-08-29,DDS-UP-7843,1,2026-11-08,low,valid,valid
DDS-25-00107,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,21189.9,219836.7403786775,SE,59.980290705681426,15.56883012324057,2025-06-10,DDS-UP-7560,1,2025-08-18,low,valid,valid
DDS-26-00108,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,cattle,2309,Beef pet food complete,12993.8,160658.91173983345,IE,54.13735360580979,-8.970861867580936,2025-12-21,,1,2026-04-12,low,valid,valid
DDS-26-00109,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,soy,2309,Complete dog food (soy),2346.2,25300.760136071476,BR,-11.560667345166916,-55.90818459152805,2025-12-06,,1,2026-03-18,standard,flagged: missing_prior,missing_prior
DDS-26-00110,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,cattle,2309,Beef pet food complete,8418.6,89561.9234739337,IE,54.57246277515698,-7.5065246497916025,2026-01-14,,1,2026-04-14,low,valid,valid
DDS-25-00111,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,11812.7,99940.00178537004,IE,52.62402100245848,-9.031483639360767,2025-11-18,DDS-UP-7041,1,2025-12-29,low,valid,valid
DDS-26-00112,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4401,Firelogs 700g,11518.5,114369.03610942927,IE,53.18813497678181,-7.537050885985089,2026-05-11,,1,2026-08-09,low,valid,valid
DDS-26-00113,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4401,Firelogs 700g,2566.1,27268.789046229536,BR,-10.648430672954726,-54.06709956603214,2026-06-17,DDS-UP-1641,1,2026-09-11,standard,valid,valid
DDS-25-00114,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4401,Firelogs 700g,17133.0,194421.50231018692,IE,,,2025-06-24,DDS-UP-6482,1,2025-09-11,low,flagged: missing_geo,missing_geo
DDS-26-00115,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,2496.8,29802.62451995454,IE,53.769692259231434,-6.480971908508969,2026-06-14,DDS-UP-6731,1,2026-10-06,low,valid,valid
DDS-25-00116,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,20423.0,215267.36931637797,IE,54.61400659869728,-8.271254337752117,2025-06-17,DDS-UP-9624,1,2025-09-01,low,valid,valid
DDS-26-00117,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4818,Toilet tissue rolls,6050.3,77012.58092058443,IE,54.6535079407884,-8.174802964605355,2026-04-19,DDS-UP-2264,1,2026-07-22,low,valid,valid
DDS-25-00118,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,cattle,2309,Beef pet food complete,3710.7,45111.253917262526,IE,54.45104649647768,-9.086757522927316,2025-04-05,DDS-UP-3658,1,2025-07-23,low,valid,valid
DDS-26-00119,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,soy,2309,Complete dog food (soy),24254.9,228845.2479030421,BR,-10.68697978458496,-55.2674241655104,2026-02-15,DDS-UP-8355,1,2026-05-16,standard,valid,valid
DDS-25-00120,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,soy,2309,Complete dog food (soy),19564.0,252401.9612670043,BR,-9.965079524804722,-54.788741819908324,2025-07-16,DDS-UP-7859,1,2025-10-31,standard,valid,valid
DDS-26-00121,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,17929.3,225527.30351209288,IE,53.723537108613336,-6.577649164843289,2025-12-05,DDS-UP-3042,1,2026-02-07,low,valid,valid
DDS-26-00122,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,22173.4,230131.59414774794,IE,54.29314015591456,-8.92485929102272,2026-08-16,,1,2026-11-01,low,valid,valid
DDS-26-00123,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,16424.0,159662.2433288387,BR,-10.875261979746696,-56.41543736341555,2026-08-16,,1,2026-11-14,standard,flagged: missing_prior,missing_prior
DDS-24-00124,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,cattle,2309,Beef pet food complete,965.6,11938.107452258524,IE,53.91660852586724,-7.85419557805326,2023-11-11,DDS-UP-3449,1,2024-02-16,low,valid,valid
DDS-25-00125,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,19950.5,219435.05738950858,IE,52.5129206799228,-8.834454964524149,2024-12-31,DDS-UP-2816,1,2025-04-08,low,valid,valid
DDS-25-00126,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,9144.0,77849.12402642114,IE,52.52581440326298,-8.76926947926122,2025-08-06,DDS-UP-4068,1,2025-10-21,low,valid,valid
DDS-26-00127,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,21896.6,208497.26983916873,IE,53.321983089739355,-6.2350055432105975,2026-01-06,DDS-UP-7338,1,2026-02-07,low,valid,valid
DDS-24-00128,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,18512.1,185700.1241888906,IE,52.52337777315693,-7.228686799967506,2024-06-18,DDS-UP-1726,1,2024-10-08,low,valid,valid
DDS-26-00129,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4818,Toilet tissue rolls,2046.0,19970.301003744684,IE,53.19386869924111,-7.1138322440118085,2026-03-07,,1,2026-04-11,low,valid,valid
DDS-25-00130,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,cattle,2309,Beef pet food complete,12098.3,159368.86349905678,IE,52.74678746014917,-8.269772351189324,2025-08-17,DDS-UP-4131,1,2025-09-22,low,valid,valid
DDS-26-00131,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,soy,2309,Complete dog food (soy),11273.5,102824.50341500105,BR,-11.62657497526685,-55.39594247705598,2026-06-21,,1,2026-10-17,standard,flagged: missing_prior,missing_prior
DDS-26-00132,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4401,Firelogs 700g,11049.9,107875.73732001426,SE,60.15782756060483,15.903444262205321,2026-05-11,,1,2026-06-23,low,flagged: missing_prior,missing_prior
DDS-25-00133,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,11375.8,120693.17711877615,IE,52.71948756827226,-7.392135116808201,2025-06-29,DDS-UP-6776,1,2025-10-18,low,valid,valid
DDS-25-00134,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,soy,1507,Soybean oil blend,17145.6,199668.01182706835,US,37.72512349496448,-94.58746238635011,2025-05-25,,1,2025-08-19,low,flagged: missing_prior,missing_prior
DDS-25-00135,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,1293.4,13234.172622283895,IE,54.135546120520594,-8.101014580678555,2025-07-30,DDS-UP-8371,1,2025-09-07,low,valid,valid
DDS-25-00136,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4401,Firelogs 700g,1134.9,12903.854156646741,IE,52.99410213785735,-7.251317789881906,2025-02-17,DDS-UP-9482,1,2025-04-21,low,valid,valid
DDS-26-00137,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,cattle,2309,Beef pet food complete,5404.4,72376.12572388661,IE,52.44371127627116,-7.364368451709073,2026-03-04,DDS-UP-2213,1,2026-05-29,low,valid,valid
DDS-26-00138,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,soy,1507,Soybean oil blend,2091.0,25658.35701887449,US,40.40268370908919,-93.54027602107254,2026-01-10,DDS-UP-5914,1,2026-05-09,low,valid,valid
DDS-25-00139,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4401,Firelogs 700g,6300.0,64344.842055946145,IE,53.3262672355229,-8.835912634764629,2024-11-14,DDS-UP-6912,1,2025-02-22,low,valid,valid
DDS-26-00140,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,13379.5,112956.48598037552,SE,58.7972443158021,14.694479942312725,2026-04-06,,1,2026-06-15,low,flagged: missing_prior,missing_prior
DDS-26-00141,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4401,Firelogs 700g,16175.0,217784.6258953954,IE,53.84032697194874,-8.166455657891902,2026-09-02,DDS-UP-3114,1,2026-10-09,low,valid,valid
DDS-26-00142,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,soy,2309,Complete dog food (soy),8977.6,117387.5266423094,AR,-34.5876263715776,-65.01409912133231,2026-09-16,,1,2026-11-17,standard,flagged: missing_prior,missing_prior
DDS-26-00143,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,12813.0,150512.71097152535,BR,-11.17664690035946,-54.62493291565423,2025-12-11,DDS-UP-3526,1,2026-03-28,standard,valid,valid
DDS-24-00144,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,19390.0,203585.70641138207,SE,58.723582910565355,16.091343574860097,2024-05-11,DDS-UP-4453,1,2024-08-30,low,valid,valid
DDS-25-00145,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4818,Toilet tissue rolls,20214.9,245240.7269400732,SE,60.2367324506418,15.425721867903698,2025-04-28,DDS-UP-5873,1,2025-06-17,low,valid,valid
DDS-25-00146,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,8323.3,86498.22761894937,IE,52.41206904069019,-7.380019211538091,2025-04-12,,1,2025-06-28,low,valid,valid
DDS-25-00147,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4401,Firelogs 700g,2871.9,30180.247016300593,IE,52.5252135828094,-8.83243427274812,2025-09-19,DDS-UP-7293,1,2025-11-08,low,valid,valid
DDS-24-00148,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,soy,2309,Complete dog food (soy),11937.0,101945.49628522592,US,39.663385286466365,-95.93049769632992,2024-10-10,,1,2024-12-29,low,flagged: missing_prior,missing_prior
DDS-24-00149,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4401,Firelogs 700g,15139.2,147069.61137787113,BR,-11.354566732421276,-55.441314733430936,2024-05-31,,1,2024-07-01,standard,flagged: missing_prior,missing_prior
DDS-26-00150,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,soy,2309,Complete dog food (soy),1608.4,15652.321817106089,BR,-9.352632807244222,-54.317475809921824,2026-05-02,DDS-UP-4189,1,2026-07-20,standard,valid,valid
DDS-26-00151,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4401,Firelogs 700g,3652.3,36649.04744610053,IE,52.639162032871944,-6.232727898137832,2026-03-04,DDS-UP-7114,1,2026-05-19,low,valid,valid
DDS-24-00152,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,cattle,2309,Beef pet food complete,17983.0,159934.39982646925,IE,53.32736754867555,-7.6997662892880685,2024-03-17,,1,2024-06-20,low,valid,valid
DDS-26-00153,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,15046.3,184353.87049741714,SE,59.55559009527792,14.678863763599448,2026-01-21,DDS-UP-9351,1,2026-03-30,low,valid,valid
DDS-25-00154,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4401,Firelogs 700g,20020.5,163364.9361957205,IE,52.79371878073677,-8.871186231526032,2025-07-11,,1,2025-10-09,low,valid,valid
DDS-25-00155,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,14796.3,178803.83614343015,IE,54.71617059207325,-7.464577003323264,2025-02-20,DDS-UP-7229,1,2025-03-26,low,valid,valid
DDS-25-00156,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4401,Firelogs 700g,17417.3,216236.191029208,IE,52.37235298348078,-7.876884301445801,2025-09-04,DDS-UP-8726,1,2025-10-11,low,valid,valid
DDS-25-00157,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,cattle,2309,Beef pet food complete,8186.9,82898.27288401731,IE,53.48266031872591,-6.205631394783554,2025-08-09,DDS-UP-9734,1,2025-12-04,low,valid,valid
DDS-25-00158,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4401,Firelogs 700g,7813.2,98657.63279541345,IE,53.63022974023625,-8.62320749258986,2024-12-18,,1,2025-04-17,low,valid,valid
DDS-26-00159,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,7199.7,99938.77092331566,IE,52.75112223505534,-8.15359047739608,2026-09-03,DDS-UP-9899,1,2026-11-16,low,valid,valid
DDS-26-00160,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,soy,1507,Soybean oil blend,23138.2,300049.47263665753,US,38.37135795597881,-95.63710897515757,2026-04-10,DDS-UP-8849,1,2026-06-13,low,valid,valid
DDS-26-00161,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,soy,2309,Complete dog food (soy),1743.8,16386.522357937723,AR,-35.08818113559723,-63.652968896756526,2026-01-23,,1,2026-03-06,standard,flagged: missing_prior,missing_prior
DDS-24-00162,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,24458.8,224941.12275919958,IE,52.10163471433204,-6.887701825705163,2023-12-12,DDS-UP-8793,1,2024-02-16,low,valid,valid
DDS-26-00163,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,18597.8,195412.847936777,IE,,,2026-01-02,,1,2026-02-23,low,flagged: missing_geo,missing_geo
DDS-25-00164,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,soy,2309,Complete dog food (soy),24072.2,193916.08679851997,BR,-9.491390405662479,-54.136118110372486,2024-10-24,,1,2025-02-03,standard,flagged: missing_prior,missing_prior
DDS-26-00165,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4401,Firelogs 700g,12600.9,136192.09744902817,SE,59.605126341087264,14.863047234470386,2026-02-23,,1,2026-04-18,low,flagged: missing_prior,missing_prior
DDS-26-00166,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,soy,2309,Complete dog food (soy),18547.1,232649.19338381206,BR,-9.806642298573678,-54.55514398387228,2026-04-26,,1,2026-06-17,standard,flagged: missing_prior,missing_prior
DDS-25-00167,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4401,Firelogs 700g,16896.8,230049.12639451033,IE,53.01647112429864,-7.916890249059782,2025-06-14,DDS-UP-3303,1,2025-07-14,low,valid,valid
DDS-25-00168,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,14535.5,121702.04934932016,IE,54.06126995534437,-6.337895532035263,2025-05-03,DDS-UP-6890,1,2025-06-17,low,valid,valid
DDS-26-00169,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4401,Firelogs 700g,17412.1,162369.49430755625,IE,53.85822085967333,-6.430681958158649,2026-08-30,DDS-UP-5833,1,2026-10-16,low,valid,valid
DDS-26-00170,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4401,Firelogs 700g,19055.1,239544.66746706862,IE,54.766513885685924,-8.079125474039191,2026-02-07,,1,2026-06-04,low,valid,valid
DDS-26-00171,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,cattle,2309,Beef pet food complete,22972.5,211644.2796288679,IE,52.04561091941982,-7.85975606751055,2026-02-27,DDS-UP-9972,1,2026-06-05,low,valid,valid
DDS-25-00172,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,12476.3,103975.17402537123,IE,53.36102462355436,-8.851279933446008,2025-01-12,,1,2025-02-27,low,valid,valid
DDS-26-00173,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4401,Firelogs 700g,1033.4,11852.961167872045,IE,51.97321034279757,-7.8128650827832296,2026-07-16,DDS-UP-1049,1,2026-08-20,low,valid,valid
DDS-26-00174,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,1277.5,17718.924628943234,IE,53.42349051223972,-9.019233106048791,2026-06-30,DDS-UP-3218,1,2026-10-20,low,valid,valid
DDS-26-00175,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,soy,1507,Soybean oil blend,9703.3,127712.11269590477,BR,-9.32599918434442,-55.15438860201194,2026-09-21,DDS-UP-9835,1,2026-11-05,standard,valid,valid
DDS-25-00176,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,19026.4,234301.8176368789,IE,53.38652761863202,-7.016425577281616,2024-12-26,,1,2025-03-20,low,valid,valid
DDS-25-00177,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4401,Firelogs 700g,19254.5,262196.7593836393,SE,59.34253611551133,14.53847920496288,2025-04-18,DDS-UP-7868,1,2025-05-20,low,valid,valid
DDS-26-00178,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,6496.0,60436.28473588033,IE,53.58183244243807,-7.860676801254193,2026-04-05,DDS-UP-8191,1,2026-05-12,low,valid,valid
DDS-26-00179,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,15149.0,200838.62393566602,BR,-11.29751544857503,-53.7508089006353,2025-11-03,DDS-UP-6253,1,2026-02-25,standard,valid,valid
DDS-26-00180,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4401,Firelogs 700g,22833.7,189092.82442749964,IE,52.62546176152581,-7.529845645684297,2025-12-26,DDS-UP-7999,1,2026-03-10,low,valid,valid
DDS-25-00181,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,soy,2309,Complete dog food (soy),7847.3,102768.5985863453,AR,-33.14258621205845,-64.54379662805107,2025-08-02,DDS-UP-9813,1,2025-10-09,standard,valid,valid
DDS-25-00182,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,soy,2309,Complete dog food (soy),14153.5,141274.26368155263,BR,-10.610924521504167,-56.327128196603375,2025-08-26,DDS-UP-4978,1,2025-10-05,standard,valid,valid
DDS-25-00183,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,soy,2309,Complete dog food (soy),9740.6,88921.7402852884,US,37.77739198958059,-94.3262458630784,2024-10-26,DDS-UP-1647,1,2025-02-08,low,valid,valid
DDS-25-00184,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,cattle,2309,Beef pet food complete,5689.3,71264.08337509593,IE,53.23818261941274,-6.591578445426387,2025-05-20,DDS-UP-2922,1,2025-07-20,low,valid,valid
DDS-25-00185,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,cattle,2309,Beef pet food complete,9826.2,99813.23967122009,IE,52.9898961793287,-8.482007123110906,2025-04-06,DDS-UP-6886,1,2025-07-08,low,valid,valid
DDS-25-00186,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4401,Firelogs 700g,9582.3,77590.94374418625,SE,60.76724071956032,15.784886907929135,2025-03-28,DDS-UP-4625,1,2025-07-06,low,valid,valid
DDS-25-00187,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,soy,2309,Complete dog food (soy),14459.8,186958.7307773812,AR,-34.24726577933448,-65.04276576944757,2025-03-26,DDS-UP-6530,1,2025-07-16,standard,valid,valid
DDS-24-00188,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,cattle,2309,Beef pet food complete,12463.7,147705.52363759637,IE,53.998316711075056,-8.14347149500402,2024-10-26,,1,2024-12-02,low,valid,valid
DDS-24-00189,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4401,Firelogs 700g,10603.6,129820.05911411605,SE,58.82299123432908,15.953987732564261,2024-05-27,,1,2024-06-27,low,flagged: missing_prior,missing_prior
DDS-26-00190,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,16652.5,134404.08948049837,IE,51.98135035673906,-7.286814224718033,2026-08-11,DDS-UP-9719,1,2026-11-16,low,valid,valid
